cost_A_bps,cost_H_bps,sharpe_full,totret_full,sharpe_in_sample,totret_in_sample,sharpe_out_of_sample,totret_out_of_sample
0,0,1.2371834847030978,0.5513432014623025,2.1166675363986687,0.37164899027989007,0.6394647863887488,0.1310059734347524
25,15,1.031587182699935,0.4346146824395991,1.90862296655438,0.32357358731112096,0.4341895371284529,0.08389491615200617
50,30,0.8204291875222615,0.32660219889120934,1.6883079569455266,0.2771479586547285,0.2257882465922505,0.03872240479370426
100,60,0.38591738571587153,0.13418954115367954,1.2178549897556332,0.18902620913817159,-0.197391523959393,-0.04611897329348047
150,90,-0.05630504079460706,-0.030512075654824056,0.7232833452683821,0.10686196829392514,-0.6236509769807661,-0.12411126941193251
200,120,-0.4953124431522236,-0.17146520763312234,0.22638133368436744,0.03026076396899846,-1.0462332898001516,-0.19580088717053346
300,180,-1.3233220908590304,-0.3952426746777735,-0.6949454200066809,-0.10770418668841919,-1.854787453944214,-0.32224569890360855
